drug name	moa
tenofovir	HIV integrase inhibitor
tenofovir	nucleoside reverse transcriptase inhibitor
tenofovir-alafenamide	nucleoside reverse transcriptase inhibitor
tenofovir-disoproxil	nucleoside reverse transcriptase inhibitor
tenovin-1	SIRT inhibitor
tenovin-1	TP53 activator
tenovin-6	SIRT inhibitor
tenoxicam	cyclooxygenase inhibitor
tepoxalin	cyclooxygenase inhibitor
tepoxalin	lipoxygenase inhibitor
tepp-46	pyruvate kinase isozyme activator
teprenone	mucus protecting agent
terameprocol	lipoxygenase inhibitor
terazosin	adrenergic receptor antagonist
terbinafine	fungal squalene epoxidase inhibitor
terbutaline	adrenergic receptor agonist
terconazole	sterol demethylase inhibitor
terfenadine	histamine receptor antagonist
terguride	dopamine receptor agonist
terguride	serotonin receptor antagonist
teriflunomide	dihydroorotate dehydrogenase inhibitor
terlipressin	vasopressin receptor agonist
terodiline	cholinergic receptor antagonist
teroxirone	DNA inhibitor
terreic-acid-(-)	Bruton's tyrosine kinase (BTK) inhibitor
terutroban	prostanoid receptor antagonist
tesaglitazar	insulin sensitizer
tesaglitazar	PPAR receptor agonist
tetomilast	phosphodiesterase inhibitor
tetrabenazine	vesicular monoamine transporter inhibitor
tetracaine	membrane integrity inhibitor
tetracycline	bacterial 30S ribosomal subunit inhibitor
tetradecylthioacetic-acid	lipid peroxidase inhibitor
tetraethylenepentamine	superoxide dismutase inhibitor
tetrahydrouridine	cytidine deaminase inhibitor
tetrahydrozoline	adrenergic receptor agonist
tetramisole	immunostimulant
tetrandrine	calcium channel blocker
tetrazol-5-yl-glycine-(rs)	glutamate receptor agonist
tetrindole	monoamine oxidase inhibitor
tezacaftor	CFTR channel agonist
tfc-007	prostaglandin inhibitor
tg-003	CLK inhibitor
tg-02	CDK inhibitor
tg-02	FLT3 inhibitor
tg-02	JAK inhibitor
tg100-115	PI3K inhibitor
tg-100572	SRC inhibitor
tg-100572	VEGFR inhibitor
tg-100713	PI3K inhibitor
tg-100801	SRC inhibitor
tg-100801	VEGFR inhibitor
tg-101209	JAK inhibitor
tgr-1202	PI3K inhibitor
tgx-221	PI3K inhibitor
th-302	DNA alkylating agent
th-588	MTH1 inhibitor
thaliblastine	DNA inhibitor
thalidomide	tumor necrosis factor production inhibitor
theaflavin	antiviral
theobromine	phosphodiesterase inhibitor
thiamet-g	GLCNAC phosphotransferase inhibitor
thiamine	vitamin B
thiamphenicol	bacterial 50S ribosomal subunit inhibitor
thiamylal	glutamate receptor antagonist
thiazovivin	rho associated kinase inhibitor
thiethylperazine	dopamine receptor antagonist
thiocolchicoside	GABA receptor antagonist
thioctic-acid	reducing agent
thioguanine	purine antagonist
thiomersal	other antibiotic
thiopental	GABA receptor antagonist
thioperamide	histamine receptor antagonist
thioproperazine	dopamine receptor antagonist
thioridazine	dopamine receptor antagonist
thiorphan	membrane metalloendopeptidase inhibitor
thiostrepton	FOXM1 inhibitor
thiostrepton	protein synthesis inhibitor
thiotepa	cytochrome P450 inhibitor
thiothixene	dopamine receptor antagonist
thk5351	PET radiotracer 
thonzonium	ATPase inhibitor
thonzylamine	antihistamine
threo-2-methylisocitrate-(dl)	isocitrate lyase substrate
thymalfasin	immune response modulator
thymol	GABA receptor positive allosteric modulator
thymopentin	immune response stimulator
thz1	CDK inhibitor
thz1-r	CDK inhibitor
thz2	CDK inhibitor
tiabendazole	angiogenesis inhibitor
tiagabine	GABA uptake inhibitor
tianeptine	selective serotonin reuptake enhancer (SSRE)
tiapride	dopamine receptor antagonist
tiaprofenic-acid	cyclooxygenase inhibitor
tiaramide	anti-inflammatory agent
tibolone	androgen receptor agonist
tibolone	estrogen receptor agonist
tibolone	progesterone receptor agonist
tic10	AKT inhibitor
tic10	TRAIL modulator
ticagrelor	purinergic receptor antagonist
ticarcillin	lactamase inhibitor
ticlopidine	purinergic receptor antagonist
tideglusib	glycogen synthase kinase inhibitor
tie2-kinase-inhibitor	TIE tyrosine kinase inhibitor
tienilic-acid	cytochrome P450 inhibitor
tienilic-acid	sodium/potassium/chloride transporter inhibitor
tifenazoxide	ATP-sensitive potassium channel agonist
tigecycline	bacterial 30S ribosomal subunit inhibitor
tilmicosin	bacterial 50S ribosomal subunit inhibitor
tilorone	interferon inducer
tiludronate	bone resorption inhibitor
tiludronate	osteoclast inhibitor
timofibrate	cholesterol inhibitor
timofibrate	lipase clearing factor inhibitor
timolol	adrenergic receptor antagonist
timonacic	antioxidant
tinazoline	adrenergic receptor agonist
tinidazole	antiprotozoal agent
tinoridine	anti-inflammatory agent
tioconazole	sterol demethylase inhibitor
tioguanine	purine antagonist
tiopronin	chelating agent
tiopronin	reducing agent
tiotidine	histamine receptor antagonist
tiotropium	acetylcholine receptor antagonist
tioxolone	carbonic anhydrase inhibitor
tipelukast	leukotriene receptor antagonist
tipifarnib	farnesyltransferase inhibitor
tipiracil	thymidine phosphorylase inhibitor
tiplaxtinin	plasminogen activator inhibitor
tipranavir	HIV protease inhibitor
tiprenolol	adrenergic receptor antagonist
tiquizium	acetylcholine receptor antagonist
tiracizine	sodium channel blocker
tirapazamine	DNA inhibitor
tirasemtiv	troponin activator
tiratricol	thyroid hormone stimulant
tirofiban	platelet aggregation inhibitor
tirofiban	structural glycoprotein antagonist
titanocene-dichloride	apoptosis stimulant
tivantinib	tyrosine kinase inhibitor
tivozanib	VEGFR inhibitor
tizanidine	adrenergic receptor agonist
tmc-353121	RSV fusion inhibitor
tmc647055	RNA polymerase inhibitor
tmn-355	cyclophilin inhibitor
tnp-470	methionine aminopeptidase inhibitor
tobramycin	bacterial 30S ribosomal subunit inhibitor
tocainide	sodium channel blocker
toceranib	protein tyrosine kinase inhibitor
tocofersolan	antioxidant
todralazine	antihypertensive agent
tofacitinib	JAK inhibitor
tofisopam	cytochrome P450 inhibitor
tofisopam	phosphodiesterase inhibitor
tofogliflozin	sodium/glucose cotransporter inhibitor
tolamolol	adrenergic receptor antagonist
tolazamide	ATP channel blocker
tolazoline	adrenergic receptor antagonist
tolbutamide	ATP channel blocker
tolcapone	catechol O methyltransferase inhibitor
tolfenamic-acid	cyclooxygenase inhibitor
tolfenamic-acid	prostanoid receptor antagonist
tolimidone	SRC activator
tolmetin	cyclooxygenase inhibitor
tolnaftate	fungal squalene epoxidase inhibitor
tolonidine	adrenergic receptor antagonist
toloxatone	monoamine oxidase inhibitor
tolperisone	voltage-gated sodium channel blocker
tolrestat	aldose reductase inhibitor
tolterodine	acetylcholine receptor antagonist
toltrazuril	antiprotozoal agent
tolvaptan	vasopressin receptor antagonist
tomeglovir	antiviral
tomelukast	leukotriene receptor antagonist
tomivosertib	MAPK-interacting kinase inhibitor
tonabersat	gap junction modulator
tonabersat	nitric oxide production inhibitor
topilutamide	androgen receptor antagonist
topiramate	carbonic anhydrase inhibitor
topiramate	glutamate receptor antagonist
topiramate	kainate receptor antagonist
topiroxostat	xanthine oxidase inhibitor
topotecan	topoisomerase inhibitor
torasemide	electrolyte reabsorption inhibitor
torasemide	thromboxane receptor antagonist
torcetrapib	cholesteryl ester transfer protein inhibitor
torcitabine	DNA polymerase inhibitor
toremifene	estrogen receptor antagonist
toremifene	selective estrogen receptor modulator (SERM)
torin-1	mTOR inhibitor
torin-2	mTOR inhibitor
tosedostat	peptidase inhibitor
tosufloxacin	bacterial DNA gyrase inhibitor
toyocamycin	serine/threonine kinase inhibitor
tozadenant	adenosine receptor antagonist
tozasertib	Aurora kinase inhibitor
tozasertib	Bcr-Abl kinase inhibitor
tozasertib	FLT3 inhibitor
tozasertib	JAK inhibitor
tp-003	GABA receptor inverse agonist
tp-0903	AXL kinase inhibitor
tp-3654	"1,4,5-trisphosphate inhibitor"
tpca-1	IKK inhibitor
trabectedin	antitumor agent
trabodenoson	adenosine receptor agonist
tracazolate	GABA receptor modulator
tradipitant	neurokinin receptor antagonist
tram-34	potassium channel antagonist
tram-39	calcium-activated potassium channel activator
trametinib	MEK inhibitor
tramiprosate	beta amyloid protein neurotoxicity inhibitor
trandolapril	angiotensin converting enzyme inhibitor
tranexamic-acid	antifibrinolytic
tranexamic-acid	plasminogen activator inhibitor
tranilast	angiogenesis inhibitor
trans-4-hydroxycrotonic-acid	gamma hydroxybutyric acid ligand
transcrocetinate	glutamate receptor antagonist
tranylcypromine	monoamine oxidase inhibitor
trap-101	nociceptin/orphanin FQ receptor antagonist
trap-101	opioid receptor antagonist
trapidil	PDGFR tyrosine kinase receptor inhibitor
travoprost	prostanoid receptor agonist
traxoprodil	glutamate receptor antagonist
trazodone	adrenergic receptor antagonist
trazodone	serotonin receptor antagonist
trazodone	serotonin reuptake inhibitor
trelagliptin	dipeptidyl peptidase inhibitor
tremorine	acetylcholine receptor agonist
treosulfan	DNA synthesis inhibitor
trepibutone	cholinergic receptor antagonist
treprostinil	prostanoid receptor agonist
trequinsin	phosphodiesterase inhibitor
tretazicar	DNA replication inhibitor
tretinoin	retinoid receptor agonist
tretinoin	retinoid receptor ligand
triamcinolone	glucocorticoid receptor agonist
triamcinolone-acetonide	glucocorticoid receptor agonist
triamcinolone-acetonide	immunosuppressant
triamcinolone-hexacetonide	anti-inflammatory agent
triamterene	sodium channel blocker
triapine	ribonucleotide reductase inhibitor
tribenoside	anti-inflammatory agent
tribenoside	capillary stabilizing agent
tribromoethanol	analgesic agent
tributyrin	HDAC inhibitor
trichlormethiazide	chloride channel blocker
trichostatin-a	HDAC inhibitor
triciribine	AKT inhibitor
triciribine-phosphate	AKT inhibitor
triclabendazole	microtubule inhibitor
triclocarban	other antibiotic
triclosan	antibacterial agent
tridihexethyl	acetylcholine receptor antagonist
trientine	chelating agent
trifloxystrobin	mitochondrial electron transport inhibitor
trifluoperazine	dopamine receptor antagonist
triflupromazine	dopamine receptor antagonist
trifluridine	DNA directed DNA polymerase inhibitor
trifluridine	thymidylate synthase inhibitor
triflusal	cyclooxygenase inhibitor
triflusal	platelet aggregation inhibitor
triflusal	thromboxane synthase inhibitor
trihexyphenidyl	acetylcholine receptor antagonist
trilaciclib	CDK inhibitor
trilostane	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor
trimebutine	opioid receptor agonist
trimetazidine	3-ketoacyl CoA thiolase inhibitor
trimethadione	oxazolidine antiepileptic
trimethobenzamide	histamine receptor antagonist
trimethoprim	dihydrofolate reductase inhibitor
trimethoquinol	adrenergic receptor antagonist
trimetozine	sedative
trimetrexate	dihydrofolate reductase inhibitor
trimipramine	norepinephrine reputake inhibitor
trimipramine	tricyclic antidepressant
trioxsalen	DNA synthesis inhibitor
tripelennamine	histamine receptor antagonist
triprolidine	histamine receptor antagonist
triptan	serotonin receptor agonist
triptolide	RNA polymerase inhibitor
triptorelin	gonadotropin releasing factor hormone receptor agonist
trodusquemine	tyrosine phosphatase inhibitor
trofinetide	cytokine production inhibitor
trofosfamide	DNA alkylating agent
troglitazone	insulin sensitizer
troglitazone	PPAR receptor agonist
troleandomycin	protein synthesis inhibitor
trolox	antioxidant
tromaril	prostanoid receptor antagonist
"tropanyl-3,5-dimethylbenzoate"	serotonin receptor antagonist
tropesin	cyclooxygenase inhibitor
tropicamide	acetylcholine receptor antagonist
tropifexor	FXR agonist
tropisetron	serotonin receptor antagonist
trospium	acetylcholine receptor antagonist
trovafloxacin	bacterial DNA gyrase inhibitor
trovirdine	non-nucleoside reverse transcriptase inhibitor
troxerutin	antioxidant
troxipide	glucosamine synthetase stimulant
trv130	opioid receptor agonist
tryptanthrin	cyclooxygenase inhibitor
tryptophan	serotonin receptor partial agonist
ts-011	delayed vasospasm antagonist
ttnpb	retinoid receptor agonist
ttp-22	casein kinase inhibitor
tubastatin-a	HDAC inhibitor
tubocurarine	acetylcholine receptor antagonist
tucatinib	EGFR inhibitor
tucidinostat	HDAC inhibitor
tuftsin	macrophage activator
tug-770	free fatty acid receptor agonist
tug-891	free fatty acid receptor agonist
tulobuterol	adrenergic receptor agonist
tulrampator	antidepressant 
tw-37	BCL inhibitor
tws-119	glycogen synthase kinase inhibitor
txa127	angiotensin receptor agonist
ty-52156	sphingosine 1-phosphate receptor antagonist
tylosin	protein synthesis inhibitor
tyrphostin-a9	protein tyrosine kinase inhibitor
tyrphostin-a9	tyrosine kinase inhibitor
tyrphostin-ag-1296	FLT3 inhibitor
tyrphostin-ag-1478	EGFR inhibitor
tyrphostin-ag-18	EGFR inhibitor
tyrphostin-ag-18	tyrosine kinase inhibitor
tyrphostin-ag-494	EGFR inhibitor
tyrphostin-ag-825	protein tyrosine kinase inhibitor
tyrphostin-ag-835	protein tyrosine kinase inhibitor
tyrphostin-ag-879	tyrosine kinase inhibitor
tyrphostin-ag-99	tyrosine kinase inhibitor
u-0124	MEK inhibitor
u-0126	MEK inhibitor
u-0521	catechol O methyltransferase inhibitor
u-104	carbonic anhydrase inhibitor
u-18666a	oxidosqualene cyclase inhibitor
u-50488-(-)	opioid receptor agonist
u-54494a	opioid receptor agonist
u-75799e	growth hormone releasing factor agonist
u-99194	dopamine receptor antagonist
uamc-00039	dipeptidyl peptidase inhibitor
ub-165	acetylcholine receptor agonist
ubenimex	leukotriene synthesis inhibitor
ubp-296	glutamate receptor antagonist
ubp-302	glutamate receptor antagonist
ubp-310	glutamate receptor antagonist
uc-112	XIAP inhibitor
ucl-2077	slow afterhyperpolarization channel blocker
udenafil	phosphodiesterase inhibitor
uf-010	HDAC inhibitor
ufenamate	cyclooxygenase inhibitor
uh-232-(+)	dopamine receptor antagonist
uk-356618	metalloproteinase inhibitor
uk-383367	procollagen C-endopeptidase inhibitor
uk-5099	monocarboxylate transporter inhibitor
uki-1	urokinase inhibitor
ulipristal	progesterone receptor antagonist
umeclidinium	acetylcholine receptor antagonist
unbs-5162	CC chemokine receptor antagonist
unc0224	histone lysine methyltransferase inhibitor
unc0321	histone lysine methyltransferase inhibitor
unc0631	histone lysine methyltransferase inhibitor
unc0638	histone lysine methyltransferase inhibitor
unc0642	histone lysine methyltransferase inhibitor
unc0646	histone lysine methyltransferase inhibitor
unc0737	histone lysine methyltransferase inhibitor
unc1215	L3MBTL antagonist
unc1999	histone lysine methyltransferase inhibitor
unc2025	FLT3 inhibitor
unc2025	MER tyrosine kinase inhibitor
unc2250	MER tyrosine kinase inhibitor
unc2327	protein arginine N-methyltransferase inhibitor
unc3230	phosphatidyl-inositol activator
unc669	L3MBTL antagonist
unc926	MBT inhibitor
undecylenic-acid	other antifungal
upadacitinib	JAK inhibitor
upamostat	serine protease inhibitor
upf-1069	PARP inhibitor
uprifosbuvir	antiviral
uprosertib	AKT inhibitor
uracil-mustard	DNA synthesis inhibitor
urapidil	adrenergic receptor antagonist
urb597	FAAH inhibitor
urea	hydroxy radical formation stimulant
urethane	local anesthetic
uridine	dopamine receptor agonist
uridine-5'-triphosphate	purinergic receptor activator
urmc-099	mixed lineage kinase inhibitor
urolithin-a	antioxidant
ursodeoxycholyltaurine	cholesterol inhibitor
ursodiol	nuclear factor erythroid derived
ursodiol	like (NRF2) activator
ursolic-acid	ATPase inhibitor
ursolic-acid	NFkB pathway inhibitor
ursolic-acid	STAT inhibitor
usniacin-(+)	MAP kinase activator
v-51	adrenergic receptor antagonist
vaborbactam	beta lactamase inhibitor
vadadustat	hypoxia inducible factor prolyl hydroxylase inhibitor
valaciclovir	DNA polymerase inhibitor
valbenazine	vesicular monoamine transporter inhibitor
valdecoxib	cyclooxygenase inhibitor
valethamate	acetylcholine receptor antagonist
valganciclovir	DNA synthesis inhibitor
valnemulin	bacterial 50S ribosomal subunit inhibitor
valnoctamide	arachidonic acid acylation inhibitor
valnoctamide	benzodiazepine receptor agonist
valproic-acid	benzodiazepine receptor agonist
valproic-acid	HDAC inhibitor
valpromide	epoxide hydolase inhibitor
valrubicin	DNA inhibitor
valrubicin	topoisomerase inhibitor
valsartan	angiotensin receptor antagonist
valspodar	P glycoprotein inhibitor
val-tyr	angiotensin converting enzyme inhibitor
vancomycin	bacterial cell wall synthesis inhibitor
