drug.me	AD.composite.score.repurposed	AD.ranking.repurposed	AD.composite.score.trials	AD.ranking.trials	AD.weighted_sum	AD.rank_of_weighted_sum	PD.composite.score.repurposed	PD.ranking.repurposed	PD.composite.score.trials	PD.ranking.trials	PD.weighted.sum	PD.ranking.of.weighted.sum	HD.composite.score.repurposed	HD.ranking.repurposed	HD.composite.score.trials	HD.ranking.trials	HD_weighted_sum	HD_rank_of_weighted_sum	MS.composite.score.repurposed	MS.ranking.repurposed	MS.composite.score.trials	MS.ranking.trials	MS.weighted.sum	MS.ranking.weighted.sum
mepivacaine	0	4540			0	4646	0	4244	0	3214	0	4296									0.333333333	307	0.166666667	1027
meprednisone	0	4541	0	3626	0	4647	0.4	851	0	3215	0.2	1907	0	2968	0	2927	0	3457	0	3187	0	3140	0	3558
meptazinol	0	4542	0	3627	0	4648													0	3188			0	3559
merbarone	0	4543			0	4649	0	4245			0	4297	0.4	192			0.2	664	0.4	252			0.2	740
merbromin	0	4544			0	4650																		
merimepodib	0	4545	0	3631	0	4651	0	4247	0	3219	0	4299	0	2971	0	2930	0	3460	0	3191	0	3144	0	3562
meropenem	0	4546	0	3632	0	4652	0	4248	0	3220	0	4300												
mes	0	4547	0	3633	0	4653	0	4249	0	3222	0	4301									0	3146	0	4806
mestranol	0	4548	0	3634	0	4654	0.543917632	396	0	3223	0.271958816	1510	0	2973	0	2932	0	3462	0	3194	0	3148	0	3565
metaxalone	0	4549	0	3636	0	4655	0	4251	0	3228	0	4303							0	3199	0	3153	0	3568
methacycline	0	4550			0	4656	0	4252	0	3231	0	4304							0	3203			0	3571
methemine	0	4551			0	4657	0	4253	0	3235	0	4305							0	3208			0	3576
methicillin	0	4552			0	4658	0	4254	0	3236	0	4306							0	3209			0	3577
methocarbamol	0	4553	0	3642	0	4659	0	4255			0	4307							0	3212	0	3163	0	3580
methoxyamine	0	4554	0	3644	0	4660															0.053333333	1285	0.026666667	2197
methoxyphemine	0	4555	0	3645	0	4661	0.365714286	1156	0	3241	0.182857143	2162							0	3215	0	3166	0	3582
methyl-salicylate	0	4556	0	3649	0	4662	0	4257			0	4309			0	2944	0	4521	0	3220	0	3169	0	3585
methylcobalamin	0	4557			0	4663	0	4258			0	4310												
methyllycaconitine	0	4558	0.36	431	0.18	1911	0.656761905	189	0	3245	0.328380953	1049	0	3001	0	2945	0	3479	0	3224	0	3173	0	3589
methylparaben	0	4559	0	3652	0	4664																		
methylthiouracil	0	4560			0	4665																		
meticrane	0	4561			0	4666	0.173958525	3183			0.086979263	3262	0	3007			0	3484	0	3229			0	3591
metipranolol	0	4562	0	3654	0	4667	0.368	1115	0	3250	0.184	2124	0	3008			0	3485	0	3230			0	3592
metrizamide	0	4563			0	4668															0.266666667	469	0.133333334	1372
metrizoic-acid	0	4564			0	4669															0.266666667	470	0.133333334	1373
mezlocillin	0	4565			0	4670	0	4259	0	3258	0	4311							0	3239			0	3598
mg-624	0	4566	0.36	433	0.18	1912	0.656761905	191	0	3260	0.328380953	1050	0	3023	0	2957	0	3495	0	3241	0	3186	0	3600
mi-14	0	4567	0	3659	0	4671	0	4260			0	4312	0	3025			0	3497	0	3243	0	3188	0	3602
micafungin	0	4568			0	4672																		
micronomicin	0	4569			0	4673													0	3245			0	3604
midecamycin	0	4570	0	3661	0	4674	0	4262	0	3263	0	4314			0	2960	0	4522	0	3246	0	3190	0	3605
midodrine	0	4571	0	3662	0	4675	0.365714286	1157	0	3264	0.182857143	2163							0	3247	0	3191	0	3606
mifepristone	0	4572	0.142857143	1706	0.071428572	3189	0.366054054	1138	0	3265	0.183027027	2145	0	3030	0	2961	0	3499	0	3248	0	3192	0	3607
miglitol	0	4573	0.142857143	1707	0.071428572	3190	0	4263	0	3267	0	4315	0	3032	0	2963	0	3501	0	3249	0	3194	0	3608
miglustat	0	4574			0	4676	0	4264			0	4316							0	3250			0	3609
minocycline	0	4575	0	3664	0	4677	0	4265	0	3270	0	4317			0.1	1555	0.05	2073			0.028571429	1338	0.014285715	2203
miocamycin	0	4576			0	4678	0	4267	0	3273	0	4319							0	3255			0	3612
mitoflaxone	0	4577	0	3668	0	4679	0	4269	0	3276	0	4321	0	3045	0	2969	0	3507	0	3260	0.053333333	1287	0.026666667	2164
mitomycin-c	0	4578			0	4680	0	4270			0	4322	0	3046			0	3508						
mitoquinone	0	4579	0	3669	0	4681	0	4271	0	3277	0	4323									0	3203	0	4807
mitoxantrone	0	4580	0	3670	0	4682	0	4272	0	3279	0	4324	0.513333333	53			0.256666667	549	0.4	262	0.2	866	0.3	277
mivacurium	0	4581	0	3671	0	4683	0.656761905	192	0	3280	0.328380953	1051	0	3048	0	2971	0	3510	0	3262	0	3205	0	3617
mk-0354	0	4582	0	3674	0	4684	0.358918919	1213	0.4	589	0.37945946	560	0	3052	0.4	584	0.2	971	0	3267	0	3208	0	3621
mk-0773	0	4583	0	3675	0	4685	0.332108108	1633	0	3284	0.166054054	2494	0	3053	0	2974	0	3513	0	3268	0	3209	0	3622
mk-0812	0	4584	0	3676	0	4686	0	4273	0	3285	0	4325	0	3054	0	2975	0	3514	0	3269	0	3210	0	3623
mk-0893	0	4585	0	3677	0	4687	0.4	858	0.2	1445	0.3	1381	0	3055	0.2	1433	0.1	1846	0	3270	0	3211	0	3624
mk-1775	0	4586	0	3678	0	4688	0	4274	0	3286	0	4326	0.298461539	290	0	2976	0.14923077	1498	0	3271	0	3212	0	3625
mk-3697	0	4587	0	3683	0	4689	0.4	860	0	3290	0.2	1914	0	3061	0	2980	0	3519	0	3277	0	3217	0	3629
mk-5046	0	4588	0	3684	0	4690	0.4	861	0	3291	0.2	1915	0	3062	0	2981	0	3520	0	3278	0	3218	0	3630
mk-5108	0	4589	0	3685	0	4691	0	4275			0	4327	0	3063			0	3521	0	3279	0	3219	0	3631
mk-6096	0	4590	0	3687	0	4692	0.4	863	0	3293	0.2	1917	0	3065	0	2983	0	3523	0	3280	0	3221	0	3632
mk-8617	0	4591			0	4693																		
mk-8745	0	4592	0	3690	0	4694	0	4276			0	4328	0	3068			0	3526	0	3283	0	3224	0	3635
mk-886	0	4593			0	4695																		
mk2-in-1	0	4594	0	3691	0	4696	0	4277	0	3297	0	4329	0.206153846	838	0	2986	0.103076923	1803	0	3284	0	3225	0	3636
ml133	0	4595			0	4697			0	3298	0	5001									0.266666667	472	0.133333334	1374
ml167	0	4596	0	3693	0	4698	0	4280	0	3300	0	4332	0	3070	0	2988	0	3527	0	3286	0.106666667	1103	0.053333334	1988
ml204	0	4597	0	3694	0	4699	0	4281	0	3301	0	4333	0	3071	0	2989	0	3528	0	3287	0	3228	0	3638
ml213	0	4598	0	3695	0	4700	0	4282			0	4334	0	3072			0	3529	0	3288	0	3229	0	3639
ml228	0	4599	0	3697	0	4701	0	4283	0	3303	0	4335	0	3074	0	2991	0	3531	0	3290	0	3231	0	3641
ml314	0	4600	0	3699	0	4702	0.4	865	0	3305	0.2	1919	0	3078	0	2993	0	3533	0	3292	0	3233	0	3643
ml347	0	4601	0	3700	0	4703	0	4284	0	3306	0	4336	0	3079	0	2994	0	3534	0	3294	0	3234	0	3644
mln8054	0	4602	0	3703	0	4704	0	4286			0	4338	0	3083			0	3538	0	3299	0	3238	0	3648
mm-206	0	4603			0	4705																		
mmpx	0	4604	0.25	945	0.125	2736	0	4287	0	3309	0	4339	0	3085	0.266666667	1348	0.133333334	1545	0	3300	0	3241	0	3649
molidustat	0	4605	0	3705	0	4706	0	4288	0	3312	0	4340	0	3090	0	2999	0	3541	0	3302	0	3245	0	3651
molsidomine	0	4606	0	3706	0	4707																		
monensin	0	4607			0	4708													0	3305			0	3654
monepantel	0	4608	0	3709	0	4709	0	4289			0	4341	0.2	840			0.1	1805	0	3306	0	3248	0	3655
monoctanoin	0	4609			0	4710			0	3316	0	5002												
monomethyl-fumarate	0	4610	0	3711	0	4711	0	4290	0	3317	0	4342	0	3094			0	3545			0.2	867	0.1	1721
morantel	0	4611	0.25	948	0.125	2737			0	3321	0	5003												
morinidazole	0	4612			0	4712																		
morniflumate	0	4613	0	3714	0	4713													0	3310	0	3252	0	3658
motapizone	0	4614	0.25	949	0.125	2738	0	4292	0	3323	0	4344	0	3100	0.266666667	1349	0.133333334	1546	0	3311	0	3254	0	3659
motolimod	0	4615	0	3716	0	4714	0	4293			0	4345	0	3102			0	3550	0	3313	0	3255	0	3660
moxalactam	0	4616	0	3717	0	4715	0	4294	0	3325	0	4346	0	3103			0	3551	0	3314			0	3661
moxaverine	0	4617	0.25	950	0.125	2739	0	4295	0	3326	0	4347	0	3104	0.266666667	1350	0.133333334	1547	0	3315	0	3256	0	3662
moxidectin	0	4618			0	4716													0	3316			0	3663
moxifloxacin	0	4619			0	4717	0	4296	0	3327	0	4348	0	3105			0	3552	0	3317	0	3257	0	3664
moxisylyte	0	4620	0	3718	0	4718	0.368	1116	0	3328	0.184	2125	0	3106			0	3553	0	3318			0	3665
mpi-0479605	0	4621	0	3721	0	4719	0	4297	0	3331	0	4349	0.32	275	0	3009	0.16	1449	0	3321	0	3261	0	3668
mps-bay-2a	0	4622	0	3722	0	4720	0	4298	0	3332	0	4350	0.32	276	0	3010	0.16	1450	0	3322	0	3262	0	3669
mps1-in-1	0	4623	0	3723	0	4721	0	4299	0	3333	0	4351	0.32	277	0	3011	0.16	1451	0	3323	0	3263	0	3670
mrk-409	0	4624	0	3724	0	4722	0	4301	0	3335	0	4353	0	3112			0	3558			0.266666667	474	0.133333334	1375
mrs-1845	0	4625	0	3727	0	4723	0.22247619	2949	0	3337	0.111238095	3073	0	3116			0	3561			0	3268	0	4810
mrs-2578	0	4626	0	3728	0	4724	0.4	868	0	3338	0.2	1922	0	3117	0	3015	0	3562	0	3328	0	3269	0	3675
mupirocin	0	4627			0	4725																		
mut056399	0	4628			0	4726													0.2	1259			0.1	1704
mycophenolate-mofetil	0	4629	0	3733	0	4727	0.037741936	3339	0	3344	0.018870968	3437	0	3123	0	3019	0	3565	0	3334	0.133333333	1031	0.066666667	1888
mycophenolic-acid	0	4630	0	3734	0	4728	0.037741936	3340	0	3345	0.018870968	3438	0	3124	0	3020	0	3566	0	3335	0.133333333	1032	0.066666667	1889
myristyl-nicotite	0	4631			0	4729																		
n-acetyl-d-glucosamine	0	4632	0	3736	0	4730	0	4303			0	4355							0	3337			0	3678
n-acetyltryptamine	0	4633	0	3738	0	4731	0	4304			0	4356									0	3274	0	4811
n-alpha-methylhistamine-dihydrochloride	0	4634	0	3739	0	4732	0.4	870	0	3348	0.2	1924	0	3126	0	3022	0	3568	0	3338	0	3275	0	3679
n-methylquipazine	0	4635	0	3740	0	4733			0.2	1446	0.1	3233	0	3127			0	3569	0	3339			0	3680
n-mppp	0	4636			0	4734																		
n-salicoylaminophenol	0	4637			0	4735							0	3128			0	3570			0	3277	0	4813
n20c	0	4638	0	3741	0	4736	0	4305	0.3	1327	0.15	2791			0.4	596	0.2	1175			0	3278	0	4814
difloxacin	0	4639	0	3744	0	4737	0	3825	0	2468	0	3898							0	2365	0	2262	0	2931
difloxacin	0	4639	0	3744	0	4737	0	3825	0	2468	0	3898							0	3341	0	3283	0	3682
difloxacin	0	4639	0	3744	0	4737	0	4307	0	3354	0	4358							0	2365	0	2262	0	2931
difloxacin	0	4639	0	3744	0	4737	0	4307	0	3354	0	4358							0	3341	0	3283	0	3682
ftidrofuryl	0	4640	0	3748	0	4738	0.368	1117	0	3356	0.184	2126	0	3136			0	3575	0	3344			0	3683
ftifine	0	4641			0	4739																		
lidixic-acid	0	4642			0	4740	0	4308	0	3360	0	4359							0	3348	0	3287	0	3686
pamezole	0	4643	0	3757	0	4741	0.368	1118	0	3368	0.184	2127	0	3147			0	3585	0	3356			0	3693
phthoquine-phosphate	0	4644			0	4742	0	4309			0	4360									0	3294	0	4815
rasin	0	4645			0	4743																		
ringeninic-acid	0	4646	0	3758	0	4744	0.358918919	1215	0.4	599	0.37945946	562	0	3152	0.4	600	0.2	981	0	3358	0	3298	0	3694
ringin-dihydrochalcone	0	4647	0	3760	0	4745	0	4312	0	3373	0	4363												
tamycin	0	4648	0	3762	0	4746	0	4313			0	4364			0	3042	0	4524			0	3302	0	4816
varixin	0	4649	0	3764	0	4747	0	4314	0	3377	0	4365	0	3158	0	3045	0	3593	0	3362	0	3305	0	3698
nbi-74330-(+/-)	0	4650	0	3767	0	4748	0	4315	0	3379	0	4366	0	3161	0	3047	0	3596	0	3364	0	3307	0	3700
nbi-98782	0	4651			0	4749									0.266666667	1352	0.133333334	1567						
ndt-9513727	0	4652	0	3769	0	4750	0.4	873	0	3380	0.2	1927	0	3164	0	3048	0	3597	0	3366	0	3309	0	3702
ne-100	0	4653	0.38	218	0.19	1793	0	4316	0	3381	0	4367	0	3165	0	3049	0	3598	0	3367	0	3310	0	3703
necrostatin-1	0	4654	0.13	1773	0.065	3255	0	4317	0	3382	0	4368	0.264615385	408	0	3050	0.132307693	1568	0	3370	0	3313	0	3705
necrostatin-2	0	4655	0	3772	0	4751	0	4318	0	3383	0	4369	0	3169	0	3051	0	3599	0	3371	0.186666667	946	0.093333334	1803
nemazoline	0	4656	0	3776	0	4752	0.366857143	1125	0	3386	0.183428572	2134	0	3175			0	3603	0	3375	0	3317	0	3708
nemorubicin	0	4657			0	4753	0	4322			0	4373	0.4	193			0.2	665	0.4	276			0.2	759
neo-gilurytmal	0	4658			0	4754																		
nepicastat	0	4659			0	4755	0.097297297	3313			0.048648649	3392							0	3377	0	3320	0	3710
netilmicin	0	4660			0	4756													0	3380			0	3712
netupitant	0	4661	0	3781	0	4757	0.4	878	0	3392	0.2	1930	0	3179	0	3057	0	3607	0	3381	0	3322	0	3713
neuropathiazol	0	4662	0	3782	0	4758	0	4326	0	3393	0	4377	0	3180	0	3058	0	3608	0	3382	0	3323	0	3714
nhi-2	0	4663	0.04	2100	0.02	3544	0	4327	0.2	1447	0.1	3224	0	3184	0.2	1434	0.1	1847	0	3388	0	3327	0	3716
nibentan	0	4664			0	4759			0	3397	0	5006									0.266666667	479	0.133333334	1377
nicotinyl-alcohol-tartrate	0	4665			0	4760																		
nifekalant	0	4666			0	4761	0	4329	0	3404	0	4379									0.266666667	480	0.133333334	1378
nifezone	0	4667	0	3791	0	4762													0	3398			0	3722
nifuroxazide	0	4668	0	3792	0	4763	0	4330			0	4380							0	3399			0	3723
nifursol	0	4669			0	4764																		
nifurtimox	0	4670			0	4765													0	3400			0	3724
nilutamide	0	4671	0	3793	0	4766	0.332108108	1644	0	3408	0.166054054	2504	0	3197	0	3070	0	3620	0	3404	0	3334	0	3727
nimorazole	0	4672			0	4767																		
niraparib	0	4673	0.13	1774	0.065	3256	0	4332	0	3411	0	4382	0	3202	0	3073	0	3624	0	3406	0.053333333	1294	0.026666667	2168
niridazole	0	4674			0	4768																		
nisin	0	4675			0	4769	0	4333	0	3412	0	4383												
nitarsone	0	4676			0	4770																		
nitazoxanide	0	4677	0	3795	0	4771	0	4334			0	4384							0	3407			0	3728
nitenpyram	0	4678			0	4772																		
nithiamide	0	4679			0	4773																		
nitrofurantoin	0	4680			0	4774	0	4336	0	3413	0	4386							0	3411			0	3731
nitrofurazone	0	4681			0	4775																		
nitromide	0	4682			0	4776																		
nitrosodimethylurea	0	4683			0	4777	0	4337			0	4387												
nitroxoline	0	4684			0	4778	0	4338	0	3414	0	4388							0	3412			0	3732
nizofenone	0	4685	0	3798	0	4779	0	4339	0	3416	0	4389									0	3339	0	4818
nlg919	0	4686	0	3800	0	4780	0	4341			0	4391	0	3209			0	3626	0.141714286	1331	0	3341	0.070857143	1869
nms-873	0	4687	0.38	219	0.19	1794	0	4344	0	3418	0	4394	0	3211	0	3076	0	3627	0	3416	0.106666667	1108	0.053333334	1992
nn-dnj	0	4688			0	4781	0	4346			0	4396							0	3418			0	3736
nnc-63-0532	0	4689	0	3803	0	4782	0.4	883	0	3420	0.2	1934	0	3213	0	3077	0	3628	0	3419	0	3343	0	3737
nolatrexed	0	4690	0	3804	0	4783	0	4347			0	4397	0	3217			0	3631			0	3348	0	4819
nomegestrol-acetate	0	4691	0	3805	0	4784	0.332108108	1647	0	3423	0.166054054	2507	0	3218	0	3080	0	3632	0	3421	0	3349	0	3739
nonoxynol-9	0	4692	0	3807	0	4785	0	4348			0	4398												
norelgestromin	0	4693	0	3809	0	4786	0.332108108	1648	0	3426	0.166054054	2508	0	3223	0	3084	0	3636	0	3425	0	3353	0	3743
norethindrone	0	4694	0	3810	0	4787	0.332108108	1649	0	3427	0.166054054	2509	0	3225	0	3085	0	3637	0	3426	0	3354	0	3744
norethindrone-acetate	0	4695	0	3811	0	4788	0.332108108	1650	0	3428	0.166054054	2510	0	3226	0	3086	0	3638	0	3427	0	3355	0	3745
norethisterone-enthate	0	4696	0	3812	0	4789	0	4349			0	4399												
noretynodrel	0	4697	0	3813	0	4790	0.332108108	1651	0	3429	0.166054054	2511	0	3227	0	3087	0	3639	0	3428	0	3356	0	3746
norfloxacin	0	4698			0	4791	0	4350	0	3430	0	4400							0	3429	0	3357	0	3747
norgestimate	0	4699	0	3814	0	4792	0.332108108	1652	0	3432	0.166054054	2512	0	3229	0	3089	0	3641	0	3430	0	3359	0	3748
norgestrel	0	4700	0	3815	0	4793	0.332108108	1653	0	3433	0.166054054	2513	0	3230	0	3090	0	3642	0	3431	0	3360	0	3749
nornicotine	0	4701	0.25	956	0.125	2740			0	3434	0	5009												
noscapine	0	4702	0.38	221	0.19	1795	0	4351	0	3435	0	4401	0	3232	0	3091	0	3643	0	3432	0	3361	0	3750
novobiocin	0	4703			0	4794	0	4353			0	4403							0	3434	0	3363	0	3752
nps-2407	0	4704	0	3819	0	4795	0	4356	0.3	1329	0.15	2792			0.4	613	0.2	1176			0	3367	0	4820
npy-5ra972	0	4705	0	3820	0	4796	0.4	885	0	3440	0.2	1936	0	3237	0	3096	0	3648	0	3436	0	3368	0	3754
ns-018	0	4706	0	3821	0	4797	0.332108108	1654	0	3441	0.166054054	2514	0.246153846	715	0	3097	0.123076923	1712	0	3437	0.186666667	949	0.093333334	1806
ns-3861	0	4707	0.25	957	0.125	2741	0.366054054	1140	0	3446	0.183027027	2146	0	3242	0	3102	0	3653	0	3441	0	3373	0	3758
ns-5806	0	4708	0	3825	0	4798	0	4357	0	3447	0	4406	0	3243	0	3103	0	3654	0	3442	0	3374	0	3759
ns-9283	0	4709	0.13	1775	0.065	3257	0.366054054	1141	0	3450	0.183027027	2147	0	3246	0	3106	0	3657	0	3444	0	3377	0	3761
nsc-4644	0	4710	0	3827	0	4799	0	4359	0.2	1451	0.1	3225	0	3248	0.2	1438	0.1	1851	0	3446	0	3379	0	3762
nsc-5844	0	4711	0	3828	0	4800	0	4360	0	3452	0	4408	0	3249	0	3108	0	3659	0	3447	0	3380	0	3763
nsc-632839	0	4712	0	3830	0	4801	0	4362	0.066666667	1565	0.033333334	3413	0.249230769	610	0.066666667	1578	0.157948718	1462	0	3448	0	3382	0	3764
nsc-663284	0	4713	0	3831	0	4802	0.332108108	1655	0	3454	0.166054054	2515	0.276923077	358	0	3110	0.138461539	1511	0	3449	0	3383	0	3765
nsc-697923	0	4714	0	3832	0	4803	0	4363			0	4410	0	3250			0	3660	0	3450	0	3384	0	3766
nsc-95397	0	4715	0	3833	0	4804	0.332108108	1656	0	3455	0.166054054	2516	0.243076923	762	0	3111	0.121538462	1738	0	3451	0	3385	0	3767
nsc-9965	0	4716	0.13	1776	0.065	3258	0.622815959	213	0	3456	0.31140798	1224	0	3251	0	3112	0	3661	0	3452	0	3386	0	3768
nsp-805	0	4717	0.25	958	0.125	2742	0	4364	0	3457	0	4411	0	3252	0.266666667	1353	0.133333334	1549	0	3453	0	3387	0	3769
ntncb	0	4718	0	3835	0	4805	0.4	886	0	3459	0.2	1937	0	3254	0	3114	0	3663	0	3455	0	3389	0	3771
ntrc-824	0	4719	0	3836	0	4806	0.4	887	0	3460	0.2	1938	0	3255	0	3115	0	3664	0	3456	0	3390	0	3772
nu-1025	0	4720	0.13	1777	0.065	3259	0	4365	0	3462	0	4412	0	3257	0	3117	0	3666	0	3457	0.053333333	1295	0.026666667	2169
nu-7026	0	4721	0	3837	0	4807	0	4366	0	3465	0	4413	0.396153846	206	0	3120	0.198076923	1178	0.2	1261	0	3394	0.1	1706
nu-7441	0	4722	0	3838	0	4808	0	4367	0	3466	0	4414	0.206153846	837	0	3121	0.103076923	1802	0.2	1262	0	3395	0.1	1707
nuvenzepine	0	4723	0	3839	0	4809	0.256761905	2769	0	3467	0.128380953	2976												
nvp-231	0	4724			0	4810	0	4368			0	4415							0	3460			0	3775
nvp-auy922	0	4725	0	3840	0	4811	0.332108108	1657	0	3470	0.166054054	2517	0	3260	0	3124	0	3669	0	3463	0	3398	0	3778
nvp-bsk805	0	4726	0	3843	0	4812	0.332108108	1658	0	3473	0.166054054	2518	0.246153846	647	0	3127	0.123076923	1673	0	3466	0.186666667	950	0.093333334	1807
nvp-dpp728	0	4727	0	3845	0	4813	0	4370	0	3475	0	4417			0	3129	0	4525			0	3401	0	4821
nvp-hsp990	0	4728	0	3846	0	4814	0.332108108	1659	0	3476	0.166054054	2519	0	3264	0	3130	0	3673	0	3468	0	3402	0	3782
nystatin	0	4729			0	4815	0	4372	0	3479	0	4419												
o-3m3fbs	0	4730			0	4816	0	4373			0	4420												
o4i1	0	4731	0	3849	0	4817	0	4374			0	4421	0	3267			0	3676	0	3472	0	3407	0	3786
oac2	0	4732	0	3850	0	4818	0	4375			0	4422	0	3268			0	3677	0	3473	0	3408	0	3787
oco-1112	0	4733			0	4819									0.133333333	1525	0.066666667	2049			0	3413	0	4822
octenidine	0	4734			0	4820	0	4377			0	4424							0	3480			0	3792
octinoxate	0	4735			0	4821																		
octisalate	0	4736			0	4822																		
octocrylene	0	4737			0	4823																		
octopamine	0	4738	0	3853	0	4824	0.4	890	0	3484	0.2	1941	0	3273	0	3138	0	3682	0	3481	0	3414	0	3793
ofloxacin	0	4739	0	3857	0	4825	0	4379	0	3487	0	4426			0	3141	0	4526	0	3485	0	3417	0	3796
oglemilast	0	4740	0.25	959	0.125	2743	0	4381	0	3489	0	4428	0	3278	0.266666667	1354	0.133333334	1550	0	3487	0	3419	0	3798
olaparib	0	4741	0.13	1778	0.065	3260	0	4383	0	3491	0	4430	0.146666667	974	0	3144	0.073333334	1990	0	3489	0.053333333	1297	0.026666667	2170
oleuropein	0	4742	0	3861	0	4826	0.211809524	2996	0	3493	0.105904762	3104	0	3283	0	3146	0	3688	0	3492	0	3423	0	3802
oligomycin-a	0	4743			0	4827	0	4384			0	4431							0	3493			0	3803
oltipraz	0	4744	0	3864	0	4828	0	4385	0	3498	0	4432	0	3286	0	3151	0	3690	0	3500	0	3427	0	3807
omadacycline	0	4745	0	3865	0	4829	0	4386	0	3499	0	4433	0	3288	0	3152	0	3691			0	3429	0	4823
omarigliptin	0	4746	0.142857143	1708	0.071428572	3191	0	4387	0	3501	0	4434	0	3290	0	3154	0	3693			0	3431	0	4824
ombrabulin	0	4747	0	3866	0	4830							0	3291			0	3694	0	3503			0	3810
omega-3-acid-esters	0	4748			0	4831									0.133333333	1527	0.066666667	2050			0	3434	0	4825
omeprazole-sulfide	0	4749			0	4832	0	4388			0	4435							0	3506			0	3813
onc201	0	4750	0	3872	0	4833	0	4389	0	3506	0	4436	0	3296	0	3159	0	3698	0	3508	0	3438	0	3815
ono-4059	0	4751	0.13	1780	0.065	3261	0	4390	0	3507	0	4437	0.252307692	557	0	3161	0.126153846	1628	0	3510	0	3440	0	3817
ono-8130	0	4752	0	3873	0	4834	0.4	892	0	3508	0.2	1943	0	3298	0	3162	0	3700	0	3511	0	3441	0	3818
opipramol	0	4753	0	3876	0	4835	0.037741936	3341	0.1	1539	0.068870968	3292									0	3445	0	4827
orbifloxacin	0	4754			0	4836	0	4391	0	3511	0	4438							0	3517	0	3448	0	3822
oritavancin	0	4755			0	4837	0	4393	0	3516	0	4440												
ormeloxifene	0	4756	0	3882	0	4838	0	4394			0	4441	0	3310			0	3707						
ornidazole	0	4757			0	4839																		
ornithine	0	4758	0	3883	0	4840	0	4395	0	3517	0	4442	0	3311	0	3170	0	3708	0	3523	0	3454	0	3826
orotic-acid	0	4759	0	3884	0	4841	0	4396			0	4443	0	3312			0	3709			0	3455	0	4829
orphedrine	0	4760	0	3886	0	4842	0.256761905	2770	0	3519	0.128380953	2977							0	3525	0	3457	0	3828
oseltamivir-phosphate	0	4761	0	3888	0	4843	0	4399	0	3523	0	4446	0	3316	0	3175	0	3713	0	3528	0	3460	0	3831
osilodrostat	0	4762	0	3891	0	4844	0	4400	0	3527	0	4447												
ospemifene	0	4763	0	3893	0	4845	0.332108108	1665	0	3529	0.166054054	2525	0	3321	0	3180	0	3717	0	3532	0	3465	0	3834
ostarine	0	4764	0	3894	0	4846	0.332108108	1666	0	3530	0.166054054	2526	0	3322	0	3181	0	3718	0	3533	0	3466	0	3835
osthol	0	4765	0	3895	0	4847	0.22247619	2951	0	3531	0.111238095	3074	0	3323			0	3719			0	3467	0	4830
otamixaban	0	4766	0	3897	0	4848															0	3469	0	4831
oxacillin	0	4767			0	4849	0	4401	0	3532	0	4448												
oxaliplatin	0	4768			0	4850	0	4402			0	4449							0	3537			0	3838
oxelaidin	0	4769			0	4851			0	3535	0	5010												
oxicozole	0	4770			0	4852	0	4403	0	3536	0	4450												
oxiracetam	0	4771	0.335714286	503	0.167857143	1973	0	4405	0	3538	0	4452			0	3184	0	4528			0	3478	0	4833
oxolamine	0	4772			0	4853			0	3539	0	5011												
oxolinic-acid	0	4773			0	4854	0	4406			0	4453							0	3543	0	3479	0	3843
oxyfedrine	0	4774	0	3903	0	4855	0.365714286	1158	0	3540	0.182857143	2164	0	3339			0	3722	0	3549	0	3484	0	3848
oxyphencyclimine	0	4775			0	4856	0	4408			0	4455									0	3485	0	4834
oxypurinol	0	4776	0	3905	0	4857	0	4409	0	3541	0	4456	0	3342	0	3185	0	3723	0	3552	0	3487	0	3851
oxyquinoline	0	4777	0	3906	0	4858			0	3542	0	5012			0	3186	0	4529						
oxytetracycline	0	4778	0	3907	0	4859	0	4410	0	3543	0	4457			0.1	1556	0.05	2074	0	3553	0	3488	0	3852
ozanimod	0	4779	0	3909	0	4860	0.4	895	0	3545	0.2	1946	0	3345	0	3187	0	3725	0	3556	0.266666667	483	0.133333334	1337
p22077	0	4780	0	3910	0	4861	0	4412	0	3546	0	4459	0.249230769	612	0	3188	0.124615385	1651	0	3557	0	3491	0	3855
p5091	0	4781	0	3912	0	4862	0	4413	0	3548	0	4460	0.249230769	613	0	3190	0.124615385	1652	0	3558	0	3493	0	3856
p7c3	0	4782	0	3913	0	4863	0	4414	0	3549	0	4461	0	3346	0	3191	0	3726	0	3559	0	3494	0	3857
paeoniflorin	0	4783			0	4864																		
pafuramidine	0	4784			0	4865	0	4415			0	4462												
palosuran	0	4785	0	3918	0	4866	0.4	896	0	3556	0.2	1947	0	3353	0	3199	0	3732	0	3564	0	3503	0	3861
pamiparib	0	4786			0	4867																		
parachlorophenol	0	4787			0	4868																		
paraxanthine	0	4788	0	3925	0	4869	0	4419	0.35	986	0.175	2216												
paromomycin	0	4789	0	3928	0	4870	0	4421	0	3563	0	4467			0	3205	0	4530			0	3512	0	4837
parsaclisib	0	4790			0	4871							0.18	880			0.09	1923	0	3572			0	3866
parthenolide	0	4791	0	3929	0	4872	0	4422	0	3564	0	4468												
pazufloxacin	0	4792			0	4873	0	4423	0	3566	0	4469	0.4	194			0.2	666	0.4	295			0.2	776
pbt-1033	0	4793	0	3932	0	4874			0	3567	0	5013			0	3207	0	4531						
pca-4248	0	4794	0	3933	0	4875	0.4	897	0	3568	0.2	1948	0	3366	0	3208	0	3737	0	3576	0	3516	0	3868
