drug.name	pathway
 caffeic-acid-phenethyl-ester	T cell receptor signaling pathway
 caffeine	T cell receptor signaling pathway
 camkii-in-1	T cell receptor signaling pathway
 canertinib	T cell receptor signaling pathway
 casin	T cell receptor signaling pathway
 cc-401	T cell receptor signaling pathway
 cdk1-5-inhibitor	T cell receptor signaling pathway
 celecoxib	T cell receptor signaling pathway
 cep-32496	T cell receptor signaling pathway
 cgp-57380	T cell receptor signaling pathway
 ch5132799	T cell receptor signaling pathway
 chir-98014	T cell receptor signaling pathway
 chir-99021	T cell receptor signaling pathway
 cid-5458317	T cell receptor signaling pathway
 cmpd-1	T cell receptor signaling pathway
 cobimetinib	T cell receptor signaling pathway
 copanlisib	T cell receptor signaling pathway
 cot-inhibitor-1	T cell receptor signaling pathway
 cot-inhibitor-2	T cell receptor signaling pathway
 cpi-1189	T cell receptor signaling pathway
 cudc-907	T cell receptor signaling pathway
 cyclosporin-a	T cell receptor signaling pathway
 dabrafenib	T cell receptor signaling pathway
 dasatinib	T cell receptor signaling pathway
 deltarasin	T cell receptor signaling pathway
 dexfosfoserine	T cell receptor signaling pathway
 doramapimod	T cell receptor signaling pathway
 dorsomorphin	T cell receptor signaling pathway
 duvelisib	T cell receptor signaling pathway
 ellagic-acid	T cell receptor signaling pathway
 enzastaurin	T cell receptor signaling pathway
 eo-1428	T cell receptor signaling pathway
 ephedrine-(racemic)	T cell receptor signaling pathway
 epinephrine	T cell receptor signaling pathway
 etp-45658	T cell receptor signaling pathway
 farnesyl-thiosalicylic-acid-amide	T cell receptor signaling pathway
 flurizan	T cell receptor signaling pathway
 fr-180204	T cell receptor signaling pathway
 frax486	T cell receptor signaling pathway
 gdc-0068	T cell receptor signaling pathway
 gdc-0349	T cell receptor signaling pathway
 gdc-0941	T cell receptor signaling pathway
 gdc-0980	T cell receptor signaling pathway
 gdc-0994	T cell receptor signaling pathway
 gf109203x	T cell receptor signaling pathway
 glycitein	T cell receptor signaling pathway
 gs-143	T cell receptor signaling pathway
 gsk-3-inhibitor-ix	T cell receptor signaling pathway
 gsk2110183	T cell receptor signaling pathway
 gsk2126458	T cell receptor signaling pathway
 gsk2334470	T cell receptor signaling pathway
 gsk2636771	T cell receptor signaling pathway
 gsk690693	T cell receptor signaling pathway
 gw-5074	T cell receptor signaling pathway
 gw-788388	T cell receptor signaling pathway
 hexamethylenebisacetamide	T cell receptor signaling pathway
 hypoestoxide	T cell receptor signaling pathway
 idelalisib	T cell receptor signaling pathway
 ikk-16	T cell receptor signaling pathway
 ikk-2-inhibitor-v	T cell receptor signaling pathway
 ikk-2-inhibitor	T cell receptor signaling pathway
 inca-6	T cell receptor signaling pathway
 indirubin-3-monoxime	T cell receptor signaling pathway
 ipa-3	T cell receptor signaling pathway
 irbesartan	T cell receptor signaling pathway
 jte-607	T cell receptor signaling pathway
 jw-67	T cell receptor signaling pathway
 jx-401	T cell receptor signaling pathway
 k-ras(g12c)-inhibitor-12	T cell receptor signaling pathway
 kenpaullone	T cell receptor signaling pathway
 kn-62	T cell receptor signaling pathway
 lenalidomide	T cell receptor signaling pathway
 ligustilide	T cell receptor signaling pathway
 lonafarnib	T cell receptor signaling pathway
 losmapimod	T cell receptor signaling pathway
 ly2090314	T cell receptor signaling pathway
 ly2228820	T cell receptor signaling pathway
 ly294002	T cell receptor signaling pathway
 ly3009120	T cell receptor signaling pathway
 m-3m3fbs	T cell receptor signaling pathway
 mek1-2-inhibitor	T cell receptor signaling pathway
 mepazine	T cell receptor signaling pathway
 mesalazine	T cell receptor signaling pathway
 mk-2206	T cell receptor signaling pathway
 ml141	T cell receptor signaling pathway
 ml3403	T cell receptor signaling pathway
 ml786	T cell receptor signaling pathway
 mln0128	T cell receptor signaling pathway
 mln1117	T cell receptor signaling pathway
 nfkb-activation-inhibitor-ii	T cell receptor signaling pathway
 nobiletin	T cell receptor signaling pathway
 nsc-625987	T cell receptor signaling pathway
 nvp-bez235	T cell receptor signaling pathway
 nvs-pak1-1	T cell receptor signaling pathway
 olomoucine	T cell receptor signaling pathway
 olsalazine	T cell receptor signaling pathway
 on123300	T cell receptor signaling pathway
 p276-00	T cell receptor signaling pathway
 palbociclib	T cell receptor signaling pathway
 parthenolide-(alternate-stereo)	T cell receptor signaling pathway
 pazopanib	T cell receptor signaling pathway
 pd-0325901	T cell receptor signaling pathway
 pd-184352	T cell receptor signaling pathway
 pd-198306	T cell receptor signaling pathway
 pd-98059	T cell receptor signaling pathway
 pentoxifylline	T cell receptor signaling pathway
 perifosine	T cell receptor signaling pathway
 pexmetinib	T cell receptor signaling pathway
 pf-03758309	T cell receptor signaling pathway
 pf-04691502	T cell receptor signaling pathway
 pf-05212384	T cell receptor signaling pathway
 pf-573228	T cell receptor signaling pathway
 pgl5001	T cell receptor signaling pathway
 ph-797804	T cell receptor signaling pathway
 pha-793887	T cell receptor signaling pathway
 pha-848125	T cell receptor signaling pathway
 pht-427	T cell receptor signaling pathway
 pi-103	T cell receptor signaling pathway
 pik-293	T cell receptor signaling pathway
 pik-294	T cell receptor signaling pathway
 pik-75	T cell receptor signaling pathway
 pirfenidone	T cell receptor signaling pathway
 ponatinib	T cell receptor signaling pathway
 pp-121	T cell receptor signaling pathway
 pp-2	T cell receptor signaling pathway
 pranlukast	T cell receptor signaling pathway
 purvalanol-a	T cell receptor signaling pathway
 purvalanol-b	T cell receptor signaling pathway
 pyrazolanthrone	T cell receptor signaling pathway
 pyrrolidine-dithiocarbamate	T cell receptor signaling pathway
 qx-314	T cell receptor signaling pathway
 r547	T cell receptor signaling pathway
 ravoxertinib	T cell receptor signaling pathway
 refametinib	T cell receptor signaling pathway
 regorafenib	T cell receptor signaling pathway
 reversine	T cell receptor signaling pathway
 rgb-286638	T cell receptor signaling pathway
 ribociclib	T cell receptor signaling pathway
 rki-1447	T cell receptor signaling pathway
 ro-4987655	T cell receptor signaling pathway
 ro-5126766	T cell receptor signaling pathway
 rwj-67657	T cell receptor signaling pathway
 ryuvidine	T cell receptor signaling pathway
 saracatinib	T cell receptor signaling pathway
 sb-202190	T cell receptor signaling pathway
 sb-203580	T cell receptor signaling pathway
 sb-216763	T cell receptor signaling pathway
 sb-2343	T cell receptor signaling pathway
 sb-239063	T cell receptor signaling pathway
 sb-242235	T cell receptor signaling pathway
 sb-415286	T cell receptor signaling pathway
 sb-747651a	T cell receptor signaling pathway
 sd-169	T cell receptor signaling pathway
 selumetinib	T cell receptor signaling pathway
 semapimod	T cell receptor signaling pathway
 skepinone-l	T cell receptor signaling pathway
 skf-86002	T cell receptor signaling pathway
 sodium-stibogluconate	T cell receptor signaling pathway
 sorafenib	T cell receptor signaling pathway
 sotrastaurin	T cell receptor signaling pathway
 sp-100030	T cell receptor signaling pathway
 sr-3306	T cell receptor signaling pathway
 sr-3576	T cell receptor signaling pathway
 src-kinase-inhibitor-i	T cell receptor signaling pathway
 su3327	T cell receptor signaling pathway
 su9516	T cell receptor signaling pathway
 sulfasalazine	T cell receptor signaling pathway
 sx-011	T cell receptor signaling pathway
 t-5224	T cell receptor signaling pathway
 ta-01	T cell receptor signaling pathway
 tak-715	T cell receptor signaling pathway
 tak-733	T cell receptor signaling pathway
 talmapimod	T cell receptor signaling pathway
 tamoxifen	T cell receptor signaling pathway
 tanshinone-i	T cell receptor signaling pathway
 tanshinone-iia	T cell receptor signaling pathway
 taselisib	T cell receptor signaling pathway
 tc-s-7003	T cell receptor signaling pathway
 tc-s-7006	T cell receptor signaling pathway
 tcs-2002	T cell receptor signaling pathway
 tg100-115	T cell receptor signaling pathway
 tgx-221	T cell receptor signaling pathway
 thalidomide	T cell receptor signaling pathway
 tic10	T cell receptor signaling pathway
 tideglusib	T cell receptor signaling pathway
 tie2-kinase-inhibitor	T cell receptor signaling pathway
 tozasertib	T cell receptor signaling pathway
 tpca-1	T cell receptor signaling pathway
 trametinib	T cell receptor signaling pathway
 triciribine	T cell receptor signaling pathway
 triflusal	T cell receptor signaling pathway
 triptolide	T cell receptor signaling pathway
 trofinetide	T cell receptor signaling pathway
 tws-119	T cell receptor signaling pathway
 tyrphostin-ag-1478	T cell receptor signaling pathway
 u-0126	T cell receptor signaling pathway
 uprosertib	T cell receptor signaling pathway
 vemurafenib	T cell receptor signaling pathway
 vinblastine	T cell receptor signaling pathway
 voxtalisib	T cell receptor signaling pathway
 vx-11e	T cell receptor signaling pathway
 vx-702	T cell receptor signaling pathway
 vx-745	T cell receptor signaling pathway
 wh-4-023	T cell receptor signaling pathway
 wortmannin	T cell receptor signaling pathway
 xl147	T cell receptor signaling pathway
 y16	T cell receptor signaling pathway
 zcl-278	T cell receptor signaling pathway
 zm-336372	T cell receptor signaling pathway
 zstk-474	T cell receptor signaling pathway
(r)-(-)-apomorphine	Taste transduction
 (r)-baclofen	Taste transduction
 1-phenylbiguanide	Taste transduction
 2-hydroxysaclofen	Taste transduction
 2-methyl-5-hydroxytryptamine	Taste transduction
 3-aqc	Taste transduction
 3-carboxy-4-hydroxyphenylglycine-(s)	Taste transduction
 3-matida	Taste transduction
 3|5-dhpg-(s)	Taste transduction
 4-carboxy-3-hydroxyphenylglycine-(rs)	Taste transduction
 4-carboxy-3-hydroxyphenylglycine-(s)	Taste transduction
 4-damp	Taste transduction
 5-carboxamidotryptamine	Taste transduction
 5-hydroxymethyl-tolterodine	Taste transduction
 5-methylfurmethiodide	Taste transduction
 a-317491	Taste transduction
 a-674563	Taste transduction
 a-987306	Taste transduction
 aa-29504	Taste transduction
 abamectin	Taste transduction
 acamprosate	Taste transduction
 aceclidine	Taste transduction
 acepromazine	Taste transduction
 acetylcholine	Taste transduction
 aclidinium	Taste transduction
 adatanserin	Taste transduction
 adenosine-triphosphate	Taste transduction
 adoprazine	Taste transduction
 alcuronium	Taste transduction
 alfuzosin	Taste transduction
 almotriptan	Taste transduction
 alosetron	Taste transduction
 alpha-methylserotonin	Taste transduction
 alpidem	Taste transduction
 alverine	Taste transduction
 amiloride	Taste transduction
 amitriptyline	Taste transduction
 amlodipine	Taste transduction
 amoxapine	Taste transduction
 anpirtoline	Taste transduction
 arecaidine-propargyl-ester	Taste transduction
 arecoline	Taste transduction
 aripiprazole	Taste transduction
 asenapine	Taste transduction
 aspartame	Taste transduction
 at7867	Taste transduction
 atropine-oxide	Taste transduction
 atropine	Taste transduction
 azasetron	Taste transduction
 azelnidipine	Taste transduction
 baclofen	Taste transduction
 bay-k-8644-(s)-(-)	Taste transduction
 bemegride	Taste transduction
 bemesetron	Taste transduction
 benidipine	Taste transduction
 benzamil	Taste transduction
 beta-ccb	Taste transduction
 bethanechol	Taste transduction
 bicuculline-(+)	Taste transduction
 bilobalide	Taste transduction
 biperiden	Taste transduction
 bmy-14802	Taste transduction
 bmy-7378	Taste transduction
 bp-554	Taste transduction
 bp-897	Taste transduction
 bretazenil	Taste transduction
 brl-15572	Taste transduction
 brl-54443	Taste transduction
 bromocriptine	Taste transduction
 brucine	Taste transduction
 bts-72664	Taste transduction
 bucladesine	Taste transduction
 buspirone	Taste transduction
 butaclamol	Taste transduction
 butalbital	Taste transduction
 cabergoline	Taste transduction
 caffeine	Taste transduction
 carbachol	Taste transduction
 carbamazepine	Taste transduction
 cevimeline	Taste transduction
 cgp-13501	Taste transduction
 cgp-54626	Taste transduction
 cgp-55845	Taste transduction
 cgp-7930	Taste transduction
 cgs-20625	Taste transduction
 cgs-9896	Taste transduction
 chlormezanone	Taste transduction
 chloroprocaine	Taste transduction
 chlorpromazine	Taste transduction
 chlorprothixene	Taste transduction
 ciproxifan	Taste transduction
 cisapride	Taste transduction
 citric-acid	Taste transduction
 cl-218872	Taste transduction
 cleviprex	Taste transduction
 clidinium	Taste transduction
 clomethiazole	Taste transduction
 clozapine	Taste transduction
 co-102862	Taste transduction
 cp-93129	Taste transduction
 cp-94253	Taste transduction
 cpccoet	Taste transduction
 curcumin	Taste transduction
 cw-008	Taste transduction
 cyamemazine	Taste transduction
 cyanopindolol	Taste transduction
 cyproheptadine	Taste transduction
 dapoxetine	Taste transduction
 darifenacin	Taste transduction
 dau-5884	Taste transduction
 dehydroepiandrosterone	Taste transduction
 desipramine	Taste transduction
 dexfosfoserine	Taste transduction
 dicycloverine	Taste transduction
 dihydroergocristine	Taste transduction
 dihydroergotamine	Taste transduction
 dihydroxyphenylglycine	Taste transduction
 diltiazem	Taste transduction
 diphemanil	Taste transduction
 diphenidol	Taste transduction
 dipt	Taste transduction
 dipyridamole	Taste transduction
 disopyramide	Taste transduction
 dolasetron	Taste transduction
 donitriptan	Taste transduction
 dopamine	Taste transduction
 dosulepin	Taste transduction
 dronedarone	Taste transduction
 eipa	Taste transduction
 eletriptan	Taste transduction
 ellagic-acid	Taste transduction
 eltanolone	Taste transduction
 eltoprazine	Taste transduction
 enciprazine	Taste transduction
 enflurane	Taste transduction
 ergonovine	Taste transduction
 ergotamine	Taste transduction
 eslicarbazepine-acetate	Taste transduction
 etifoxine	Taste transduction
 etizolam	Taste transduction
 etomidate	Taste transduction
 f-11440	Taste transduction
 fasudil	Taste transduction
 fenigam	Taste transduction
 fesoterodine	Taste transduction
 flibanserin	Taste transduction
 flopropione	Taste transduction
 flufenamic-acid	Taste transduction
 flumazenil	Taste transduction
 fluphenazine-decanoate	Taste transduction
 fluprazine	Taste transduction
 fluspirilene	Taste transduction
 fpl-64176	Taste transduction
 frovatriptan	Taste transduction
 gabapentin	Taste transduction
 gabazine	Taste transduction
 gaboxadol	Taste transduction
 gamma-aminobutyric-acid	Taste transduction
 ganaxolone	Taste transduction
 ginkgolide-b	Taste transduction
 glycopyrrolate	Taste transduction
 gr-127935	Taste transduction
 gr46611	Taste transduction
 granisetron	Taste transduction
 gs-39783	Taste transduction
 gsk163090	Taste transduction
 h-89	Taste transduction
 haloperidol	Taste transduction
 halothane	Taste transduction
 hydroxyfasudil	Taste transduction
 hyoscyamine	Taste transduction
 ibutilide	Taste transduction
 ica-121431	Taste transduction
 iloperidone	Taste transduction
 imidafenacin	Taste transduction
 imipramine	Taste transduction
 indapamide	Taste transduction
 indiplon	Taste transduction
 ipratropium	Taste transduction
 ipsapirone	Taste transduction
 isamoltane	Taste transduction
 isoflurane	Taste transduction
 isoguvacine	Taste transduction
 isoliquiritigenin	Taste transduction
 isopropamide-iodide	Taste transduction
 iti214	Taste transduction
 itopride	Taste transduction
 ivabradine	Taste transduction
 jnj-16259685	Taste transduction
 ketanserin	Taste transduction
 l-655|708	Taste transduction
 l-694247	Taste transduction
 l-741742	Taste transduction
 l-745870	Taste transduction
 l-838417	Taste transduction
 l-cysteinesulfinic-acid	Taste transduction
 l-glutamic-acid	Taste transduction
 l-quisqualic-acid	Taste transduction
 lacidipine	Taste transduction
 lamotrigine	Taste transduction
 lerisetron	Taste transduction
 levomepromazine	Taste transduction
 lidocaine	Taste transduction
 lidoflazine	Taste transduction
 lisuride	Taste transduction
 lofepramine	Taste transduction
 loperamide	Taste transduction
 lorediplon	Taste transduction
 loxapine	Taste transduction
 lurasidone	Taste transduction
 ly310762	Taste transduction
 ly344864	Taste transduction
 ly393558	Taste transduction
 ly456236	Taste transduction
 m-3m3fbs	Taste transduction
 m-chlorophenylbiguanide	Taste transduction
 magnolol	Taste transduction
 malic-acid	Taste transduction
 manidipine	Taste transduction
 mcpp	Taste transduction
 mdl-72832	Taste transduction
 mdl-73005ef	Taste transduction
 mesulergine	Taste transduction
 metergoline	Taste transduction
 metharbital	Taste transduction
 methoxyflurane	Taste transduction
 methscopolamine	Taste transduction
 methylergometrine	Taste transduction
 methysergide	Taste transduction
 metitepine	Taste transduction
 metoclopramide	Taste transduction
 mibefradil	Taste transduction
 ml10302	Taste transduction
 mm77	Taste transduction
 mpep	Taste transduction
 mrk-016	Taste transduction
 muscimol	Taste transduction
 nafadotride	Taste transduction
 nafamostat	Taste transduction
 nan-190	Taste transduction
 naratriptan	Taste transduction
 nas-181	Taste transduction
 nav-26	Taste transduction
